nL,nR,nB,N,rL,rR,gL,gR,initial_visit,first_visit,after_first_visit,μL,μR,t,act
11.0,52.0,17.0,80.0,0.0,22.0,0.0,1.0,0.0,1.0,0.0,0.5,0.42592594,9.0,2
11.0,53.0,17.0,81.0,0.0,22.0,0.0,1.0,0.0,1.0,0.0,0.5,0.4181818,10.0,2
11.0,58.0,17.0,86.0,0.0,25.0,0.0,1.0,0.0,1.0,0.0,0.5,0.43333334,11.0,2
11.0,61.0,17.0,89.0,0.0,27.0,0.0,1.0,0.0,1.0,0.0,0.5,0.44444445,12.0,2
11.0,64.0,17.0,92.0,0.0,28.0,0.0,1.0,0.0,1.0,0.0,0.5,0.43939394,13.0,2
11.0,65.0,17.0,93.0,0.0,28.0,0.0,1.0,0.0,1.0,0.0,0.5,0.43283582,14.0,2
11.0,65.0,17.0,93.0,6.0,28.0,1.0,0.0,0.0,0.0,1.0,0.53846157,0.43283582,0.0,1
15.0,65.0,17.0,97.0,10.0,28.0,1.0,0.0,0.0,0.0,1.0,0.64705884,0.43283582,1.0,1
19.0,65.0,17.0,101.0,13.0,28.0,1.0,0.0,0.0,0.0,1.0,0.6666667,0.43283582,2.0,1
23.0,65.0,17.0,105.0,14.0,28.0,1.0,0.0,0.0,0.0,1.0,0.6,0.43283582,3.0,1
28.0,65.0,17.0,110.0,17.0,28.0,1.0,0.0,0.0,0.0,1.0,0.6,0.43283582,4.0,1
31.0,65.0,17.0,113.0,20.0,28.0,1.0,0.0,0.0,0.0,1.0,0.6363636,0.43283582,5.0,1
32.0,65.0,17.0,114.0,20.0,28.0,1.0,0.0,0.0,0.0,1.0,0.61764705,0.43283582,6.0,1
37.0,65.0,17.0,119.0,22.0,28.0,1.0,0.0,0.0,0.0,1.0,0.5897436,0.43283582,7.0,1
42.0,65.0,17.0,124.0,27.0,28.0,1.0,0.0,0.0,0.0,1.0,0.6363636,0.43283582,8.0,1
47.0,65.0,17.0,129.0,30.0,28.0,1.0,0.0,0.0,0.0,1.0,0.63265306,0.43283582,9.0,1
48.0,65.0,17.0,130.0,30.0,28.0,1.0,0.0,0.0,0.0,1.0,0.62,0.43283582,10.0,1
49.0,65.0,17.0,131.0,30.0,28.0,1.0,0.0,0.0,0.0,1.0,0.60784316,0.43283582,11.0,1
50.0,65.0,17.0,132.0,31.0,28.0,1.0,0.0,0.0,0.0,1.0,0.61538464,0.43283582,12.0,1
55.0,65.0,17.0,137.0,32.0,28.0,1.0,0.0,0.0,0.0,1.0,0.57894737,0.43283582,13.0,1
60.0,65.0,17.0,142.0,33.0,28.0,1.0,0.0,0.0,0.0,1.0,0.5483871,0.43283582,14.0,1
63.0,65.0,17.0,145.0,34.0,28.0,1.0,0.0,0.0,0.0,1.0,0.53846157,0.43283582,15.0,1
68.0,65.0,17.0,150.0,35.0,28.0,1.0,0.0,0.0,0.0,1.0,0.51428574,0.43283582,16.0,1
72.0,65.0,17.0,154.0,39.0,28.0,1.0,0.0,0.0,0.0,1.0,0.5405405,0.43283582,17.0,1
72.0,65.0,17.0,154.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.013513514,0.014925373,18.0,4
8.0,10.0,8.0,26.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.5,0.33333334,0.0,2
8.0,12.0,8.0,28.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,0.5,0.35714287,1.0,2
8.0,15.0,8.0,31.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,0.5,0.29411766,2.0,2
8.0,20.0,8.0,36.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,0.5,0.27272728,3.0,2
8.0,22.0,8.0,38.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0,0.5,0.29166666,4.0,2
8.0,24.0,8.0,40.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0,0.5,0.26923078,5.0,2
8.0,28.0,8.0,44.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0,0.5,0.23333333,6.0,2
8.0,32.0,8.0,48.0,0.0,7.0,0.0,1.0,0.0,1.0,0.0,0.5,0.23529412,7.0,2
8.0,33.0,8.0,49.0,0.0,8.0,0.0,1.0,0.0,1.0,0.0,0.5,0.25714287,8.0,2
8.0,37.0,8.0,53.0,0.0,9.0,0.0,1.0,0.0,1.0,0.0,0.5,0.25641027,9.0,2
8.0,39.0,8.0,55.0,0.0,9.0,0.0,1.0,0.0,1.0,0.0,0.5,0.24390244,10.0,2
8.0,44.0,8.0,60.0,0.0,11.0,0.0,1.0,0.0,1.0,0.0,0.5,0.26086956,11.0,2
8.0,48.0,8.0,64.0,0.0,11.0,0.0,1.0,0.0,1.0,0.0,0.5,0.24,12.0,2
8.0,53.0,8.0,69.0,0.0,11.0,0.0,1.0,0.0,1.0,0.0,0.5,0.21818182,13.0,2
8.0,54.0,8.0,70.0,0.0,11.0,0.0,1.0,0.0,1.0,0.0,0.5,0.21428572,14.0,2
8.0,58.0,8.0,74.0,0.0,12.0,0.0,1.0,0.0,1.0,0.0,0.5,0.21666667,15.0,2
8.0,63.0,8.0,79.0,0.0,14.0,0.0,1.0,0.0,1.0,0.0,0.5,0.23076923,16.0,2
8.0,65.0,8.0,81.0,0.0,15.0,0.0,1.0,0.0,1.0,0.0,0.5,0.23880596,17.0,2
8.0,69.0,8.0,85.0,0.0,15.0,0.0,1.0,0.0,1.0,0.0,0.5,0.22535211,18.0,2
8.0,69.0,8.0,85.0,3.0,15.0,1.0,0.0,0.0,0.0,1.0,0.4,0.22535211,0.0,1
13.0,69.0,8.0,90.0,4.0,15.0,1.0,0.0,0.0,0.0,1.0,0.33333334,0.22535211,1.0,1
17.0,69.0,8.0,94.0,5.0,15.0,1.0,0.0,0.0,0.0,1.0,0.31578946,0.22535211,2.0,1
22.0,69.0,8.0,99.0,7.0,15.0,1.0,0.0,0.0,0.0,1.0,0.33333334,0.22535211,3.0,1
23.0,69.0,8.0,100.0,8.0,15.0,1.0,0.0,0.0,0.0,1.0,0.36,0.22535211,4.0,1
24.0,69.0,8.0,101.0,9.0,15.0,1.0,0.0,0.0,0.0,1.0,0.3846154,0.22535211,5.0,1
27.0,69.0,8.0,104.0,10.0,15.0,1.0,0.0,0.0,0.0,1.0,0.37931034,0.22535211,6.0,1
29.0,69.0,8.0,106.0,10.0,15.0,1.0,0.0,0.0,0.0,1.0,0.3548387,0.22535211,7.0,1
31.0,69.0,8.0,108.0,10.0,15.0,1.0,0.0,0.0,0.0,1.0,0.33333334,0.22535211,8.0,1
32.0,69.0,8.0,109.0,10.0,15.0,1.0,0.0,0.0,0.0,1.0,0.32352942,0.22535211,9.0,1
37.0,69.0,8.0,114.0,10.0,15.0,1.0,0.0,0.0,0.0,1.0,0.2820513,0.22535211,10.0,1
42.0,69.0,8.0,119.0,13.0,15.0,1.0,0.0,0.0,0.0,1.0,0.3181818,0.22535211,11.0,1
45.0,69.0,8.0,122.0,15.0,15.0,1.0,0.0,0.0,0.0,1.0,0.34042552,0.22535211,12.0,1
49.0,69.0,8.0,126.0,16.0,15.0,1.0,0.0,0.0,0.0,1.0,0.33333334,0.22535211,13.0,1
52.0,69.0,8.0,129.0,17.0,15.0,1.0,0.0,0.0,0.0,1.0,0.33333334,0.22535211,14.0,1
52.0,69.0,8.0,129.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.018518519,0.014084507,15.0,4
6.0,12.0,6.0,24.0,0.0,9.0,0.0,1.0,0.0,1.0,0.0,0.5,0.71428573,0.0,2
6.0,16.0,6.0,28.0,0.0,12.0,0.0,1.0,0.0,1.0,0.0,0.5,0.7222222,1.0,2
6.0,17.0,6.0,29.0,0.0,13.0,0.0,1.0,0.0,1.0,0.0,0.5,0.7368421,2.0,2
6.0,20.0,6.0,32.0,0.0,16.0,0.0,1.0,0.0,1.0,0.0,0.5,0.77272725,3.0,2
6.0,21.0,6.0,33.0,0.0,17.0,0.0,1.0,0.0,1.0,0.0,0.5,0.7826087,4.0,2
6.0,23.0,6.0,35.0,0.0,19.0,0.0,1.0,0.0,1.0,0.0,0.5,0.8,5.0,2
6.0,27.0,6.0,39.0,0.0,22.0,0.0,1.0,0.0,1.0,0.0,0.5,0.79310346,6.0,2
6.0,31.0,6.0,43.0,0.0,25.0,0.0,1.0,0.0,1.0,0.0,0.5,0.7878788,7.0,2
6.0,32.0,6.0,44.0,0.0,26.0,0.0,1.0,0.0,1.0,0.0,0.5,0.7941176,8.0,2
6.0,34.0,6.0,46.0,0.0,28.0,0.0,1.0,0.0,1.0,0.0,0.5,0.8055556,9.0,2
6.0,35.0,6.0,47.0,0.0,29.0,0.0,1.0,0.0,1.0,0.0,0.5,0.8108108,10.0,2
6.0,37.0,6.0,49.0,0.0,30.0,0.0,1.0,0.0,1.0,0.0,0.5,0.7948718,11.0,2
6.0,40.0,6.0,52.0,0.0,32.0,0.0,1.0,0.0,1.0,0.0,0.5,0.78571427,12.0,2
6.0,44.0,6.0,56.0,0.0,36.0,0.0,1.0,0.0,1.0,0.0,0.5,0.8043478,13.0,2
6.0,45.0,6.0,57.0,0.0,37.0,0.0,1.0,0.0,1.0,0.0,0.5,0.80851066,14.0,2
6.0,46.0,6.0,58.0,0.0,37.0,0.0,1.0,0.0,1.0,0.0,0.5,0.7916667,15.0,2
6.0,47.0,6.0,59.0,0.0,38.0,0.0,1.0,0.0,1.0,0.0,0.5,0.79591835,16.0,2
6.0,52.0,6.0,64.0,0.0,42.0,0.0,1.0,0.0,1.0,0.0,0.5,0.7962963,17.0,2
6.0,56.0,6.0,68.0,0.0,46.0,0.0,1.0,0.0,1.0,0.0,0.5,0.8103448,18.0,2
6.0,61.0,6.0,73.0,0.0,49.0,0.0,1.0,0.0,1.0,0.0,0.5,0.7936508,19.0,2
6.0,61.0,6.0,73.0,4.0,49.0,1.0,0.0,0.0,0.0,1.0,0.625,0.7936508,0.0,1
10.0,61.0,6.0,77.0,7.0,49.0,1.0,0.0,0.0,0.0,1.0,0.6666667,0.7936508,1.0,1
11.0,61.0,6.0,78.0,8.0,49.0,1.0,0.0,0.0,0.0,1.0,0.6923077,0.7936508,2.0,1
16.0,61.0,6.0,83.0,11.0,49.0,1.0,0.0,0.0,0.0,1.0,0.6666667,0.7936508,3.0,1
18.0,61.0,6.0,85.0,11.0,49.0,1.0,0.0,0.0,0.0,1.0,0.6,0.7936508,4.0,1
20.0,61.0,6.0,87.0,13.0,49.0,1.0,0.0,0.0,0.0,1.0,0.6363636,0.7936508,5.0,1
25.0,61.0,6.0,92.0,17.0,49.0,1.0,0.0,0.0,0.0,1.0,0.6666667,0.7936508,6.0,1
26.0,61.0,6.0,93.0,18.0,49.0,1.0,0.0,0.0,0.0,1.0,0.6785714,0.7936508,7.0,1
29.0,61.0,6.0,96.0,21.0,49.0,1.0,0.0,0.0,0.0,1.0,0.7096774,0.7936508,8.0,1
34.0,61.0,6.0,101.0,25.0,49.0,1.0,0.0,0.0,0.0,1.0,0.7222222,0.7936508,9.0,1
35.0,61.0,6.0,102.0,25.0,49.0,1.0,0.0,0.0,0.0,1.0,0.7027027,0.7936508,10.0,1
36.0,61.0,6.0,103.0,26.0,49.0,1.0,0.0,0.0,0.0,1.0,0.7105263,0.7936508,11.0,1
41.0,61.0,6.0,108.0,29.0,49.0,1.0,0.0,0.0,0.0,1.0,0.6976744,0.7936508,12.0,1
42.0,61.0,6.0,109.0,30.0,49.0,1.0,0.0,0.0,0.0,1.0,0.70454544,0.7936508,13.0,1
46.0,61.0,6.0,113.0,34.0,49.0,1.0,0.0,0.0,0.0,1.0,0.7291667,0.7936508,14.0,1
49.0,61.0,6.0,116.0,37.0,49.0,1.0,0.0,0.0,0.0,1.0,0.74509805,0.7936508,15.0,1
52.0,61.0,6.0,119.0,40.0,49.0,1.0,0.0,0.0,0.0,1.0,0.7592593,0.7936508,16.0,1
52.0,61.0,6.0,119.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.018518519,0.015873017,17.0,4
12.0,16.0,18.0,46.0,0.0,10.0,0.0,1.0,0.0,1.0,0.0,0.5,0.6111111,0.0,2
12.0,20.0,18.0,50.0,0.0,14.0,0.0,1.0,0.0,1.0,0.0,0.5,0.6818182,1.0,2
12.0,23.0,18.0,53.0,0.0,16.0,0.0,1.0,0.0,1.0,0.0,0.5,0.68,2.0,2
12.0,27.0,18.0,57.0,0.0,20.0,0.0,1.0,0.0,1.0,0.0,0.5,0.7241379,3.0,2
12.0,30.0,18.0,60.0,0.0,23.0,0.0,1.0,0.0,1.0,0.0,0.5,0.75,4.0,2
12.0,32.0,18.0,62.0,0.0,24.0,0.0,1.0,0.0,1.0,0.0,0.5,0.7352941,5.0,2
12.0,36.0,18.0,66.0,0.0,27.0,0.0,1.0,0.0,1.0,0.0,0.5,0.7368421,6.0,2
12.0,16.0,18.0,46.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.055555556,7.0,3
9.0,17.0,13.0,39.0,0.0,10.0,0.0,1.0,0.0,1.0,0.0,0.5,0.57894737,0.0,2
9.0,20.0,13.0,42.0,0.0,12.0,0.0,1.0,0.0,1.0,0.0,0.5,0.59090906,1.0,2
9.0,23.0,13.0,45.0,0.0,14.0,0.0,1.0,0.0,1.0,0.0,0.5,0.6,2.0,2
9.0,28.0,13.0,50.0,0.0,17.0,0.0,1.0,0.0,1.0,0.0,0.5,0.6,3.0,2
9.0,30.0,13.0,52.0,0.0,18.0,0.0,1.0,0.0,1.0,0.0,0.5,0.59375,4.0,2
9.0,34.0,13.0,56.0,0.0,20.0,0.0,1.0,0.0,1.0,0.0,0.5,0.5833333,5.0,2
9.0,37.0,13.0,59.0,0.0,20.0,0.0,1.0,0.0,1.0,0.0,0.5,0.53846157,6.0,2
9.0,41.0,13.0,63.0,0.0,22.0,0.0,1.0,0.0,1.0,0.0,0.5,0.53488374,7.0,2
9.0,46.0,13.0,68.0,0.0,22.0,0.0,1.0,0.0,1.0,0.0,0.5,0.47916666,8.0,2
9.0,51.0,13.0,73.0,0.0,23.0,0.0,1.0,0.0,1.0,0.0,0.5,0.4528302,9.0,2
9.0,55.0,13.0,77.0,0.0,27.0,0.0,1.0,0.0,1.0,0.0,0.5,0.49122807,10.0,2
9.0,57.0,13.0,79.0,0.0,28.0,0.0,1.0,0.0,1.0,0.0,0.5,0.4915254,11.0,2
9.0,59.0,13.0,81.0,0.0,30.0,0.0,1.0,0.0,1.0,0.0,0.5,0.5081967,12.0,2
9.0,63.0,13.0,85.0,0.0,31.0,0.0,1.0,0.0,1.0,0.0,0.5,0.4923077,13.0,2
9.0,67.0,13.0,89.0,0.0,34.0,0.0,1.0,0.0,1.0,0.0,0.5,0.5072464,14.0,2
9.0,67.0,13.0,89.0,6.0,34.0,1.0,0.0,0.0,0.0,1.0,0.6363636,0.5072464,0.0,1
11.0,67.0,13.0,91.0,7.0,34.0,1.0,0.0,0.0,0.0,1.0,0.61538464,0.5072464,1.0,1
15.0,67.0,13.0,95.0,9.0,34.0,1.0,0.0,0.0,0.0,1.0,0.5882353,0.5072464,2.0,1
17.0,67.0,13.0,97.0,11.0,34.0,1.0,0.0,0.0,0.0,1.0,0.6315789,0.5072464,3.0,1
22.0,67.0,13.0,102.0,14.0,34.0,1.0,0.0,0.0,0.0,1.0,0.625,0.5072464,4.0,1
27.0,67.0,13.0,107.0,18.0,34.0,1.0,0.0,0.0,0.0,1.0,0.6551724,0.5072464,5.0,1
30.0,67.0,13.0,110.0,19.0,34.0,1.0,0.0,0.0,0.0,1.0,0.625,0.5072464,6.0,1
31.0,67.0,13.0,111.0,19.0,34.0,1.0,0.0,0.0,0.0,1.0,0.6060606,0.5072464,7.0,1
34.0,67.0,13.0,114.0,19.0,34.0,1.0,0.0,0.0,0.0,1.0,0.5555556,0.5072464,8.0,1
37.0,67.0,13.0,117.0,22.0,34.0,1.0,0.0,0.0,0.0,1.0,0.5897436,0.5072464,9.0,1
40.0,67.0,13.0,120.0,25.0,34.0,1.0,0.0,0.0,0.0,1.0,0.61904764,0.5072464,10.0,1
44.0,67.0,13.0,124.0,27.0,34.0,1.0,0.0,0.0,0.0,1.0,0.6086956,0.5072464,11.0,1
45.0,67.0,13.0,125.0,28.0,34.0,1.0,0.0,0.0,0.0,1.0,0.61702126,0.5072464,12.0,1
45.0,67.0,13.0,125.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.021276595,0.014492754,13.0,4
16.0,17.0,14.0,47.0,0.0,13.0,0.0,1.0,0.0,1.0,0.0,0.5,0.7368421,0.0,2
16.0,18.0,14.0,48.0,0.0,14.0,0.0,1.0,0.0,1.0,0.0,0.5,0.75,1.0,2
16.0,23.0,14.0,53.0,0.0,19.0,0.0,1.0,0.0,1.0,0.0,0.5,0.8,2.0,2
16.0,26.0,14.0,56.0,0.0,22.0,0.0,1.0,0.0,1.0,0.0,0.5,0.8214286,3.0,2
16.0,30.0,14.0,60.0,0.0,25.0,0.0,1.0,0.0,1.0,0.0,0.5,0.8125,4.0,2
16.0,35.0,14.0,65.0,0.0,30.0,0.0,1.0,0.0,1.0,0.0,0.5,0.8378378,5.0,2
16.0,39.0,14.0,69.0,0.0,33.0,0.0,1.0,0.0,1.0,0.0,0.5,0.8292683,6.0,2
16.0,40.0,14.0,70.0,0.0,34.0,0.0,1.0,0.0,1.0,0.0,0.5,0.8333333,7.0,2
16.0,44.0,14.0,74.0,0.0,37.0,0.0,1.0,0.0,1.0,0.0,0.5,0.82608694,8.0,2
16.0,49.0,14.0,79.0,0.0,41.0,0.0,1.0,0.0,1.0,0.0,0.5,0.8235294,9.0,2
16.0,54.0,14.0,84.0,0.0,45.0,0.0,1.0,0.0,1.0,0.0,0.5,0.8214286,10.0,2
16.0,57.0,14.0,87.0,0.0,48.0,0.0,1.0,0.0,1.0,0.0,0.5,0.8305085,11.0,2
16.0,58.0,14.0,88.0,0.0,49.0,0.0,1.0,0.0,1.0,0.0,0.5,0.8333333,12.0,2
16.0,62.0,14.0,92.0,0.0,52.0,0.0,1.0,0.0,1.0,0.0,0.5,0.828125,13.0,2
16.0,62.0,14.0,92.0,10.0,52.0,1.0,0.0,0.0,0.0,1.0,0.6111111,0.828125,0.0,1
21.0,62.0,14.0,97.0,12.0,52.0,1.0,0.0,0.0,0.0,1.0,0.5652174,0.828125,1.0,1
26.0,62.0,14.0,102.0,15.0,52.0,1.0,0.0,0.0,0.0,1.0,0.5714286,0.828125,2.0,1
31.0,62.0,14.0,107.0,19.0,52.0,1.0,0.0,0.0,0.0,1.0,0.6060606,0.828125,3.0,1
34.0,62.0,14.0,110.0,20.0,52.0,1.0,0.0,0.0,0.0,1.0,0.5833333,0.828125,4.0,1
38.0,62.0,14.0,114.0,22.0,52.0,1.0,0.0,0.0,0.0,1.0,0.575,0.828125,5.0,1
42.0,62.0,14.0,118.0,24.0,52.0,1.0,0.0,0.0,0.0,1.0,0.5681818,0.828125,6.0,1
47.0,62.0,14.0,123.0,27.0,52.0,1.0,0.0,0.0,0.0,1.0,0.5714286,0.828125,7.0,1
47.0,62.0,14.0,123.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.020408163,0.015625,8.0,3
15.0,11.0,7.0,33.0,8.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5294118,0.5,0.0,1
20.0,11.0,7.0,38.0,9.0,0.0,1.0,0.0,0.0,1.0,0.0,0.45454547,0.5,1.0,1
24.0,11.0,7.0,42.0,12.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,2.0,1
26.0,11.0,7.0,44.0,12.0,0.0,1.0,0.0,0.0,1.0,0.0,0.4642857,0.5,3.0,1
31.0,11.0,7.0,49.0,13.0,0.0,1.0,0.0,0.0,1.0,0.0,0.42424244,0.5,4.0,1
32.0,11.0,7.0,50.0,14.0,0.0,1.0,0.0,0.0,1.0,0.0,0.44117647,0.5,5.0,1
37.0,11.0,7.0,55.0,16.0,0.0,1.0,0.0,0.0,1.0,0.0,0.43589744,0.5,6.0,1
42.0,11.0,7.0,60.0,18.0,0.0,1.0,0.0,0.0,1.0,0.0,0.4318182,0.5,7.0,1
45.0,11.0,7.0,63.0,20.0,0.0,1.0,0.0,0.0,1.0,0.0,0.44680852,0.5,8.0,1
49.0,11.0,7.0,67.0,23.0,0.0,1.0,0.0,0.0,1.0,0.0,0.47058824,0.5,9.0,1
50.0,11.0,7.0,68.0,23.0,0.0,1.0,0.0,0.0,1.0,0.0,0.46153846,0.5,10.0,1
55.0,11.0,7.0,73.0,27.0,0.0,1.0,0.0,0.0,1.0,0.0,0.49122807,0.5,11.0,1
56.0,11.0,7.0,74.0,27.0,0.0,1.0,0.0,0.0,1.0,0.0,0.4827586,0.5,12.0,1
59.0,11.0,7.0,77.0,28.0,0.0,1.0,0.0,0.0,1.0,0.0,0.47540984,0.5,13.0,1
63.0,11.0,7.0,81.0,29.0,0.0,1.0,0.0,0.0,1.0,0.0,0.46153846,0.5,14.0,1
66.0,11.0,7.0,84.0,30.0,0.0,1.0,0.0,0.0,1.0,0.0,0.45588234,0.5,15.0,1
69.0,11.0,7.0,87.0,31.0,0.0,1.0,0.0,0.0,1.0,0.0,0.45070422,0.5,16.0,1
69.0,11.0,7.0,87.0,31.0,5.0,0.0,1.0,0.0,0.0,1.0,0.45070422,0.46153846,0.0,2
69.0,12.0,7.0,88.0,31.0,6.0,0.0,1.0,0.0,0.0,1.0,0.45070422,0.5,1.0,2
69.0,14.0,7.0,90.0,31.0,8.0,0.0,1.0,0.0,0.0,1.0,0.45070422,0.5625,2.0,2
69.0,18.0,7.0,94.0,31.0,11.0,0.0,1.0,0.0,0.0,1.0,0.45070422,0.6,3.0,2
69.0,20.0,7.0,96.0,31.0,13.0,0.0,1.0,0.0,0.0,1.0,0.45070422,0.6363636,4.0,2
69.0,21.0,7.0,97.0,31.0,14.0,0.0,1.0,0.0,0.0,1.0,0.45070422,0.65217394,5.0,2
69.0,26.0,7.0,102.0,31.0,16.0,0.0,1.0,0.0,0.0,1.0,0.45070422,0.60714287,6.0,2
69.0,27.0,7.0,103.0,31.0,16.0,0.0,1.0,0.0,0.0,1.0,0.45070422,0.5862069,7.0,2
69.0,30.0,7.0,106.0,31.0,18.0,0.0,1.0,0.0,0.0,1.0,0.45070422,0.59375,8.0,2
69.0,31.0,7.0,107.0,31.0,19.0,0.0,1.0,0.0,0.0,1.0,0.45070422,0.6060606,9.0,2
69.0,35.0,7.0,111.0,31.0,23.0,0.0,1.0,0.0,0.0,1.0,0.45070422,0.6486486,10.0,2
69.0,35.0,7.0,111.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.014084507,0.027027028,11.0,4
10.0,5.0,9.0,24.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,0.0,1
14.0,5.0,9.0,28.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,0.4375,0.5,1.0,1
15.0,5.0,9.0,29.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.47058824,0.5,2.0,1
20.0,5.0,9.0,34.0,10.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,3.0,1
24.0,5.0,9.0,38.0,11.0,0.0,1.0,0.0,0.0,1.0,0.0,0.46153846,0.5,4.0,1
25.0,5.0,9.0,39.0,11.0,0.0,1.0,0.0,0.0,1.0,0.0,0.44444445,0.5,5.0,1
27.0,5.0,9.0,41.0,12.0,0.0,1.0,0.0,0.0,1.0,0.0,0.44827586,0.5,6.0,1
28.0,5.0,9.0,42.0,13.0,0.0,1.0,0.0,0.0,1.0,0.0,0.46666667,0.5,7.0,1
32.0,5.0,9.0,46.0,13.0,0.0,1.0,0.0,0.0,1.0,0.0,0.4117647,0.5,8.0,1
37.0,5.0,9.0,51.0,17.0,0.0,1.0,0.0,0.0,1.0,0.0,0.46153846,0.5,9.0,1
42.0,5.0,9.0,56.0,19.0,0.0,1.0,0.0,0.0,1.0,0.0,0.45454547,0.5,10.0,1
46.0,5.0,9.0,60.0,21.0,0.0,1.0,0.0,0.0,1.0,0.0,0.45833334,0.5,11.0,1
51.0,5.0,9.0,65.0,21.0,0.0,1.0,0.0,0.0,1.0,0.0,0.41509435,0.5,12.0,1
56.0,5.0,9.0,70.0,23.0,0.0,1.0,0.0,0.0,1.0,0.0,0.41379312,0.5,13.0,1
59.0,5.0,9.0,73.0,24.0,0.0,1.0,0.0,0.0,1.0,0.0,0.40983605,0.5,14.0,1
60.0,5.0,9.0,74.0,24.0,0.0,1.0,0.0,0.0,1.0,0.0,0.4032258,0.5,15.0,1
61.0,5.0,9.0,75.0,24.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3968254,0.5,16.0,1
64.0,5.0,9.0,78.0,27.0,0.0,1.0,0.0,0.0,1.0,0.0,0.42424244,0.5,17.0,1
65.0,5.0,9.0,79.0,28.0,0.0,1.0,0.0,0.0,1.0,0.0,0.43283582,0.5,18.0,1
70.0,5.0,9.0,84.0,29.0,0.0,1.0,0.0,0.0,1.0,0.0,0.41666666,0.5,19.0,1
74.0,5.0,9.0,88.0,31.0,0.0,1.0,0.0,0.0,1.0,0.0,0.42105263,0.5,20.0,1
75.0,5.0,9.0,89.0,32.0,0.0,1.0,0.0,0.0,1.0,0.0,0.42857143,0.5,21.0,1
77.0,5.0,9.0,91.0,34.0,0.0,1.0,0.0,0.0,1.0,0.0,0.443038,0.5,22.0,1
82.0,5.0,9.0,96.0,37.0,0.0,1.0,0.0,0.0,1.0,0.0,0.45238096,0.5,23.0,1
82.0,5.0,9.0,96.0,37.0,3.0,0.0,1.0,0.0,0.0,1.0,0.45238096,0.5714286,0.0,2
82.0,8.0,9.0,99.0,37.0,3.0,0.0,1.0,0.0,0.0,1.0,0.45238096,0.4,1.0,2
82.0,11.0,9.0,102.0,37.0,3.0,0.0,1.0,0.0,0.0,1.0,0.45238096,0.30769232,2.0,2
82.0,12.0,9.0,103.0,37.0,4.0,0.0,1.0,0.0,0.0,1.0,0.45238096,0.35714287,3.0,2
82.0,14.0,9.0,105.0,37.0,6.0,0.0,1.0,0.0,0.0,1.0,0.45238096,0.4375,4.0,2
82.0,18.0,9.0,109.0,37.0,8.0,0.0,1.0,0.0,0.0,1.0,0.45238096,0.45,5.0,2
82.0,22.0,9.0,113.0,37.0,9.0,0.0,1.0,0.0,0.0,1.0,0.45238096,0.41666666,6.0,2
82.0,25.0,9.0,116.0,37.0,10.0,0.0,1.0,0.0,0.0,1.0,0.45238096,0.4074074,7.0,2
82.0,27.0,9.0,118.0,37.0,10.0,0.0,1.0,0.0,0.0,1.0,0.45238096,0.37931034,8.0,2
82.0,29.0,9.0,120.0,37.0,11.0,0.0,1.0,0.0,0.0,1.0,0.45238096,0.38709676,9.0,2
82.0,30.0,9.0,121.0,37.0,11.0,0.0,1.0,0.0,0.0,1.0,0.45238096,0.375,10.0,2
82.0,30.0,9.0,121.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.011904762,0.03125,11.0,4
10.0,17.0,13.0,40.0,0.0,10.0,0.0,1.0,0.0,1.0,0.0,0.5,0.57894737,0.0,2
10.0,18.0,13.0,41.0,0.0,11.0,0.0,1.0,0.0,1.0,0.0,0.5,0.6,1.0,2
10.0,19.0,13.0,42.0,0.0,11.0,0.0,1.0,0.0,1.0,0.0,0.5,0.5714286,2.0,2
10.0,24.0,13.0,47.0,0.0,13.0,0.0,1.0,0.0,1.0,0.0,0.5,0.53846157,3.0,2
10.0,28.0,13.0,51.0,0.0,15.0,0.0,1.0,0.0,1.0,0.0,0.5,0.53333336,4.0,2
10.0,29.0,13.0,52.0,0.0,15.0,0.0,1.0,0.0,1.0,0.0,0.5,0.516129,5.0,2
10.0,30.0,13.0,53.0,0.0,16.0,0.0,1.0,0.0,1.0,0.0,0.5,0.53125,6.0,2
