nL,nR,nB,N,rL,rR,gL,gR,initial_visit,first_visit,after_first_visit,μL,μR,t,act
87.0,16.0,14.0,117.0,61.0,10.0,0.0,1.0,0.0,0.0,1.0,0.6966292,0.6111111,1.0,2
87.0,21.0,14.0,122.0,61.0,14.0,0.0,1.0,0.0,0.0,1.0,0.6966292,0.65217394,2.0,2
87.0,23.0,14.0,124.0,61.0,16.0,0.0,1.0,0.0,0.0,1.0,0.6966292,0.68,3.0,2
87.0,25.0,14.0,126.0,61.0,18.0,0.0,1.0,0.0,0.0,1.0,0.6966292,0.7037037,4.0,2
87.0,30.0,14.0,131.0,61.0,21.0,0.0,1.0,0.0,0.0,1.0,0.6966292,0.6875,5.0,2
87.0,33.0,14.0,134.0,61.0,23.0,0.0,1.0,0.0,0.0,1.0,0.6966292,0.6857143,6.0,2
87.0,36.0,14.0,137.0,61.0,25.0,0.0,1.0,0.0,0.0,1.0,0.6966292,0.68421054,7.0,2
87.0,38.0,14.0,139.0,61.0,27.0,0.0,1.0,0.0,0.0,1.0,0.6966292,0.7,8.0,2
87.0,39.0,14.0,140.0,61.0,28.0,0.0,1.0,0.0,0.0,1.0,0.6966292,0.70731705,9.0,2
87.0,41.0,14.0,142.0,61.0,30.0,0.0,1.0,0.0,0.0,1.0,0.6966292,0.7209302,10.0,2
87.0,44.0,14.0,145.0,61.0,32.0,0.0,1.0,0.0,0.0,1.0,0.6966292,0.7173913,11.0,2
87.0,44.0,14.0,145.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.011235955,0.02173913,12.0,4
10.0,18.0,13.0,41.0,0.0,10.0,0.0,1.0,0.0,1.0,0.0,0.5,0.55,0.0,2
10.0,22.0,13.0,45.0,0.0,13.0,0.0,1.0,0.0,1.0,0.0,0.5,0.5833333,1.0,2
10.0,24.0,13.0,47.0,0.0,14.0,0.0,1.0,0.0,1.0,0.0,0.5,0.5769231,2.0,2
10.0,28.0,13.0,51.0,0.0,16.0,0.0,1.0,0.0,1.0,0.0,0.5,0.56666666,3.0,2
10.0,30.0,13.0,53.0,0.0,17.0,0.0,1.0,0.0,1.0,0.0,0.5,0.5625,4.0,2
10.0,34.0,13.0,57.0,0.0,19.0,0.0,1.0,0.0,1.0,0.0,0.5,0.5555556,5.0,2
10.0,36.0,13.0,59.0,0.0,20.0,0.0,1.0,0.0,1.0,0.0,0.5,0.55263156,6.0,2
10.0,39.0,13.0,62.0,0.0,22.0,0.0,1.0,0.0,1.0,0.0,0.5,0.5609756,7.0,2
10.0,42.0,13.0,65.0,0.0,24.0,0.0,1.0,0.0,1.0,0.0,0.5,0.5681818,8.0,2
10.0,43.0,13.0,66.0,0.0,24.0,0.0,1.0,0.0,1.0,0.0,0.5,0.5555556,9.0,2
10.0,44.0,13.0,67.0,0.0,24.0,0.0,1.0,0.0,1.0,0.0,0.5,0.54347825,10.0,2
10.0,45.0,13.0,68.0,0.0,25.0,0.0,1.0,0.0,1.0,0.0,0.5,0.5531915,11.0,2
10.0,46.0,13.0,69.0,0.0,25.0,0.0,1.0,0.0,1.0,0.0,0.5,0.5416667,12.0,2
10.0,51.0,13.0,74.0,0.0,29.0,0.0,1.0,0.0,1.0,0.0,0.5,0.5660377,13.0,2
10.0,54.0,13.0,77.0,0.0,31.0,0.0,1.0,0.0,1.0,0.0,0.5,0.5714286,14.0,2
10.0,57.0,13.0,80.0,0.0,32.0,0.0,1.0,0.0,1.0,0.0,0.5,0.55932206,15.0,2
10.0,58.0,13.0,81.0,0.0,33.0,0.0,1.0,0.0,1.0,0.0,0.5,0.56666666,16.0,2
10.0,59.0,13.0,82.0,0.0,34.0,0.0,1.0,0.0,1.0,0.0,0.5,0.57377046,17.0,2
10.0,62.0,13.0,85.0,0.0,36.0,0.0,1.0,0.0,1.0,0.0,0.5,0.578125,18.0,2
10.0,65.0,13.0,88.0,0.0,38.0,0.0,1.0,0.0,1.0,0.0,0.5,0.58208954,19.0,2
10.0,68.0,13.0,91.0,0.0,39.0,0.0,1.0,0.0,1.0,0.0,0.5,0.5714286,20.0,2
10.0,69.0,13.0,92.0,0.0,40.0,0.0,1.0,0.0,1.0,0.0,0.5,0.57746476,21.0,2
10.0,70.0,13.0,93.0,0.0,41.0,0.0,1.0,0.0,1.0,0.0,0.5,0.5833333,22.0,2
10.0,73.0,13.0,96.0,0.0,43.0,0.0,1.0,0.0,1.0,0.0,0.5,0.58666664,23.0,2
10.0,74.0,13.0,97.0,0.0,44.0,0.0,1.0,0.0,1.0,0.0,0.5,0.59210527,24.0,2
10.0,74.0,13.0,97.0,9.0,44.0,1.0,0.0,0.0,0.0,1.0,0.8333333,0.59210527,0.0,1
11.0,74.0,13.0,98.0,10.0,44.0,1.0,0.0,0.0,0.0,1.0,0.84615386,0.59210527,1.0,1
14.0,74.0,13.0,101.0,11.0,44.0,1.0,0.0,0.0,0.0,1.0,0.75,0.59210527,2.0,1
16.0,74.0,13.0,103.0,13.0,44.0,1.0,0.0,0.0,0.0,1.0,0.7777778,0.59210527,3.0,1
21.0,74.0,13.0,108.0,17.0,44.0,1.0,0.0,0.0,0.0,1.0,0.7826087,0.59210527,4.0,1
22.0,74.0,13.0,109.0,18.0,44.0,1.0,0.0,0.0,0.0,1.0,0.7916667,0.59210527,5.0,1
25.0,74.0,13.0,112.0,20.0,44.0,1.0,0.0,0.0,0.0,1.0,0.7777778,0.59210527,6.0,1
26.0,74.0,13.0,113.0,20.0,44.0,1.0,0.0,0.0,0.0,1.0,0.75,0.59210527,7.0,1
28.0,74.0,13.0,115.0,21.0,44.0,1.0,0.0,0.0,0.0,1.0,0.73333335,0.59210527,8.0,1
30.0,74.0,13.0,117.0,22.0,44.0,1.0,0.0,0.0,0.0,1.0,0.71875,0.59210527,9.0,1
33.0,74.0,13.0,120.0,24.0,44.0,1.0,0.0,0.0,0.0,1.0,0.71428573,0.59210527,10.0,1
38.0,74.0,13.0,125.0,29.0,44.0,1.0,0.0,0.0,0.0,1.0,0.75,0.59210527,11.0,1
41.0,74.0,13.0,128.0,30.0,44.0,1.0,0.0,0.0,0.0,1.0,0.7209302,0.59210527,12.0,1
45.0,74.0,13.0,132.0,33.0,44.0,1.0,0.0,0.0,0.0,1.0,0.7234042,0.59210527,13.0,1
45.0,74.0,13.0,132.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.021276595,0.013157895,14.0,4
19.0,15.0,12.0,46.0,15.0,0.0,1.0,0.0,0.0,1.0,0.0,0.7619048,0.5,0.0,1
23.0,15.0,12.0,50.0,18.0,0.0,1.0,0.0,0.0,1.0,0.0,0.76,0.5,1.0,1
24.0,15.0,12.0,51.0,19.0,0.0,1.0,0.0,0.0,1.0,0.0,0.7692308,0.5,2.0,1
26.0,15.0,12.0,53.0,20.0,0.0,1.0,0.0,0.0,1.0,0.0,0.75,0.5,3.0,1
28.0,15.0,12.0,55.0,21.0,0.0,1.0,0.0,0.0,1.0,0.0,0.73333335,0.5,4.0,1
29.0,15.0,12.0,56.0,22.0,0.0,1.0,0.0,0.0,1.0,0.0,0.7419355,0.5,5.0,1
34.0,15.0,12.0,61.0,25.0,0.0,1.0,0.0,0.0,1.0,0.0,0.7222222,0.5,6.0,1
39.0,15.0,12.0,66.0,30.0,0.0,1.0,0.0,0.0,1.0,0.0,0.75609756,0.5,7.0,1
41.0,15.0,12.0,68.0,31.0,0.0,1.0,0.0,0.0,1.0,0.0,0.74418604,0.5,8.0,1
42.0,15.0,12.0,69.0,32.0,0.0,1.0,0.0,0.0,1.0,0.0,0.75,0.5,9.0,1
47.0,15.0,12.0,74.0,33.0,0.0,1.0,0.0,0.0,1.0,0.0,0.6938776,0.5,10.0,1
49.0,15.0,12.0,76.0,34.0,0.0,1.0,0.0,0.0,1.0,0.0,0.6862745,0.5,11.0,1
53.0,15.0,12.0,80.0,37.0,0.0,1.0,0.0,0.0,1.0,0.0,0.6909091,0.5,12.0,1
56.0,15.0,12.0,83.0,39.0,0.0,1.0,0.0,0.0,1.0,0.0,0.6896552,0.5,13.0,1
60.0,15.0,12.0,87.0,42.0,0.0,1.0,0.0,0.0,1.0,0.0,0.6935484,0.5,14.0,1
63.0,15.0,12.0,90.0,44.0,0.0,1.0,0.0,0.0,1.0,0.0,0.6923077,0.5,15.0,1
67.0,15.0,12.0,94.0,47.0,0.0,1.0,0.0,0.0,1.0,0.0,0.6956522,0.5,16.0,1
69.0,15.0,12.0,96.0,49.0,0.0,1.0,0.0,0.0,1.0,0.0,0.70422536,0.5,17.0,1
74.0,15.0,12.0,101.0,52.0,0.0,1.0,0.0,0.0,1.0,0.0,0.69736844,0.5,18.0,1
79.0,15.0,12.0,106.0,57.0,0.0,1.0,0.0,0.0,1.0,0.0,0.7160494,0.5,19.0,1
79.0,15.0,12.0,106.0,57.0,14.0,0.0,1.0,0.0,0.0,1.0,0.7160494,0.88235295,0.0,2
79.0,16.0,12.0,107.0,57.0,15.0,0.0,1.0,0.0,0.0,1.0,0.7160494,0.8888889,1.0,2
79.0,20.0,12.0,111.0,57.0,18.0,0.0,1.0,0.0,0.0,1.0,0.7160494,0.8636364,2.0,2
79.0,22.0,12.0,113.0,57.0,20.0,0.0,1.0,0.0,0.0,1.0,0.7160494,0.875,3.0,2
79.0,26.0,12.0,117.0,57.0,24.0,0.0,1.0,0.0,0.0,1.0,0.7160494,0.89285713,4.0,2
79.0,31.0,12.0,122.0,57.0,29.0,0.0,1.0,0.0,0.0,1.0,0.7160494,0.90909094,5.0,2
79.0,35.0,12.0,126.0,57.0,33.0,0.0,1.0,0.0,0.0,1.0,0.7160494,0.9189189,6.0,2
79.0,40.0,12.0,131.0,57.0,37.0,0.0,1.0,0.0,0.0,1.0,0.7160494,0.9047619,7.0,2
79.0,44.0,12.0,135.0,57.0,41.0,0.0,1.0,0.0,0.0,1.0,0.7160494,0.9130435,8.0,2
79.0,45.0,12.0,136.0,57.0,42.0,0.0,1.0,0.0,0.0,1.0,0.7160494,0.9148936,9.0,2
79.0,50.0,12.0,141.0,57.0,45.0,0.0,1.0,0.0,0.0,1.0,0.7160494,0.88461536,10.0,2
79.0,50.0,12.0,141.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.012345679,0.01923077,11.0,3
10.0,15.0,18.0,43.0,0.0,10.0,0.0,1.0,0.0,1.0,0.0,0.5,0.64705884,0.0,2
10.0,16.0,18.0,44.0,0.0,10.0,0.0,1.0,0.0,1.0,0.0,0.5,0.6111111,1.0,2
10.0,21.0,18.0,49.0,0.0,13.0,0.0,1.0,0.0,1.0,0.0,0.5,0.6086956,2.0,2
10.0,26.0,18.0,54.0,0.0,17.0,0.0,1.0,0.0,1.0,0.0,0.5,0.64285713,3.0,2
10.0,30.0,18.0,58.0,0.0,20.0,0.0,1.0,0.0,1.0,0.0,0.5,0.65625,4.0,2
10.0,31.0,18.0,59.0,0.0,20.0,0.0,1.0,0.0,1.0,0.0,0.5,0.6363636,5.0,2
10.0,35.0,18.0,63.0,0.0,24.0,0.0,1.0,0.0,1.0,0.0,0.5,0.6756757,6.0,2
10.0,37.0,18.0,65.0,0.0,26.0,0.0,1.0,0.0,1.0,0.0,0.5,0.6923077,7.0,2
10.0,40.0,18.0,68.0,0.0,27.0,0.0,1.0,0.0,1.0,0.0,0.5,0.6666667,8.0,2
10.0,41.0,18.0,69.0,0.0,27.0,0.0,1.0,0.0,1.0,0.0,0.5,0.6511628,9.0,2
10.0,46.0,18.0,74.0,0.0,31.0,0.0,1.0,0.0,1.0,0.0,0.5,0.6666667,10.0,2
10.0,50.0,18.0,78.0,0.0,34.0,0.0,1.0,0.0,1.0,0.0,0.5,0.6730769,11.0,2
10.0,52.0,18.0,80.0,0.0,34.0,0.0,1.0,0.0,1.0,0.0,0.5,0.6481481,12.0,2
10.0,54.0,18.0,82.0,0.0,35.0,0.0,1.0,0.0,1.0,0.0,0.5,0.64285713,13.0,2
10.0,57.0,18.0,85.0,0.0,36.0,0.0,1.0,0.0,1.0,0.0,0.5,0.62711865,14.0,2
10.0,62.0,18.0,90.0,0.0,40.0,0.0,1.0,0.0,1.0,0.0,0.5,0.640625,15.0,2
10.0,67.0,18.0,95.0,0.0,43.0,0.0,1.0,0.0,1.0,0.0,0.5,0.6376812,16.0,2
10.0,68.0,18.0,96.0,0.0,44.0,0.0,1.0,0.0,1.0,0.0,0.5,0.64285713,17.0,2
10.0,72.0,18.0,100.0,0.0,47.0,0.0,1.0,0.0,1.0,0.0,0.5,0.6486486,18.0,2
10.0,76.0,18.0,104.0,0.0,51.0,0.0,1.0,0.0,1.0,0.0,0.5,0.6666667,19.0,2
10.0,79.0,18.0,107.0,0.0,52.0,0.0,1.0,0.0,1.0,0.0,0.5,0.654321,20.0,2
10.0,83.0,18.0,111.0,0.0,54.0,0.0,1.0,0.0,1.0,0.0,0.5,0.64705884,21.0,2
10.0,83.0,18.0,111.0,9.0,54.0,1.0,0.0,0.0,0.0,1.0,0.8333333,0.64705884,0.0,1
12.0,83.0,18.0,113.0,11.0,54.0,1.0,0.0,0.0,0.0,1.0,0.85714287,0.64705884,1.0,1
13.0,83.0,18.0,114.0,12.0,54.0,1.0,0.0,0.0,0.0,1.0,0.8666667,0.64705884,2.0,1
17.0,83.0,18.0,118.0,16.0,54.0,1.0,0.0,0.0,0.0,1.0,0.8947368,0.64705884,3.0,1
18.0,83.0,18.0,119.0,17.0,54.0,1.0,0.0,0.0,0.0,1.0,0.9,0.64705884,4.0,1
23.0,83.0,18.0,124.0,21.0,54.0,1.0,0.0,0.0,0.0,1.0,0.88,0.64705884,5.0,1
27.0,83.0,18.0,128.0,25.0,54.0,1.0,0.0,0.0,0.0,1.0,0.8965517,0.64705884,6.0,1
28.0,83.0,18.0,129.0,26.0,54.0,1.0,0.0,0.0,0.0,1.0,0.9,0.64705884,7.0,1
31.0,83.0,18.0,132.0,29.0,54.0,1.0,0.0,0.0,0.0,1.0,0.90909094,0.64705884,8.0,1
36.0,83.0,18.0,137.0,34.0,54.0,1.0,0.0,0.0,0.0,1.0,0.92105263,0.64705884,9.0,1
39.0,83.0,18.0,140.0,37.0,54.0,1.0,0.0,0.0,0.0,1.0,0.9268293,0.64705884,10.0,1
42.0,83.0,18.0,143.0,40.0,54.0,1.0,0.0,0.0,0.0,1.0,0.9318182,0.64705884,11.0,1
44.0,83.0,18.0,145.0,42.0,54.0,1.0,0.0,0.0,0.0,1.0,0.9347826,0.64705884,12.0,1
46.0,83.0,18.0,147.0,44.0,54.0,1.0,0.0,0.0,0.0,1.0,0.9375,0.64705884,13.0,1
46.0,83.0,18.0,147.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.020833334,0.011764706,14.0,4
13.0,11.0,19.0,43.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,0.46666667,0.5,0.0,1
16.0,11.0,19.0,46.0,8.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,1.0,1
19.0,11.0,19.0,49.0,10.0,0.0,1.0,0.0,0.0,1.0,0.0,0.52380955,0.5,2.0,1
20.0,11.0,19.0,50.0,11.0,0.0,1.0,0.0,0.0,1.0,0.0,0.54545456,0.5,3.0,1
23.0,11.0,19.0,53.0,12.0,0.0,1.0,0.0,0.0,1.0,0.0,0.52,0.5,4.0,1
28.0,11.0,19.0,58.0,14.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,5.0,1
29.0,11.0,19.0,59.0,15.0,0.0,1.0,0.0,0.0,1.0,0.0,0.516129,0.5,6.0,1
34.0,11.0,19.0,64.0,16.0,0.0,1.0,0.0,0.0,1.0,0.0,0.4722222,0.5,7.0,1
37.0,11.0,19.0,67.0,19.0,0.0,1.0,0.0,0.0,1.0,0.0,0.51282054,0.5,8.0,1
38.0,11.0,19.0,68.0,19.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,9.0,1
43.0,11.0,19.0,73.0,21.0,0.0,1.0,0.0,0.0,1.0,0.0,0.4888889,0.5,10.0,1
46.0,11.0,19.0,76.0,23.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,11.0,1
47.0,11.0,19.0,77.0,24.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5102041,0.5,12.0,1
48.0,11.0,19.0,78.0,24.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,13.0,1
52.0,11.0,19.0,82.0,26.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,14.0,1
56.0,11.0,19.0,86.0,28.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,15.0,1
61.0,11.0,19.0,91.0,29.0,0.0,1.0,0.0,0.0,1.0,0.0,0.47619048,0.5,16.0,1
66.0,11.0,19.0,96.0,30.0,0.0,1.0,0.0,0.0,1.0,0.0,0.45588234,0.5,17.0,1
68.0,11.0,19.0,98.0,30.0,0.0,1.0,0.0,0.0,1.0,0.0,0.44285715,0.5,18.0,1
70.0,11.0,19.0,100.0,30.0,0.0,1.0,0.0,0.0,1.0,0.0,0.43055555,0.5,19.0,1
71.0,11.0,19.0,101.0,30.0,0.0,1.0,0.0,0.0,1.0,0.0,0.42465752,0.5,20.0,1
72.0,11.0,19.0,102.0,31.0,0.0,1.0,0.0,0.0,1.0,0.0,0.43243244,0.5,21.0,1
72.0,11.0,19.0,102.0,31.0,0.0,0.0,1.0,0.0,0.0,1.0,0.43243244,0.07692308,0.0,2
72.0,14.0,19.0,105.0,31.0,1.0,0.0,1.0,0.0,0.0,1.0,0.43243244,0.125,1.0,2
72.0,15.0,19.0,106.0,31.0,2.0,0.0,1.0,0.0,0.0,1.0,0.43243244,0.1764706,2.0,2
72.0,19.0,19.0,110.0,31.0,2.0,0.0,1.0,0.0,0.0,1.0,0.43243244,0.14285715,3.0,2
72.0,21.0,19.0,112.0,31.0,2.0,0.0,1.0,0.0,0.0,1.0,0.43243244,0.13043478,4.0,2
72.0,24.0,19.0,115.0,31.0,3.0,0.0,1.0,0.0,0.0,1.0,0.43243244,0.15384616,5.0,2
72.0,26.0,19.0,117.0,31.0,3.0,0.0,1.0,0.0,0.0,1.0,0.43243244,0.14285715,6.0,2
72.0,31.0,19.0,122.0,31.0,4.0,0.0,1.0,0.0,0.0,1.0,0.43243244,0.15151516,7.0,2
72.0,36.0,19.0,127.0,31.0,5.0,0.0,1.0,0.0,0.0,1.0,0.43243244,0.15789473,8.0,2
72.0,40.0,19.0,131.0,31.0,6.0,0.0,1.0,0.0,0.0,1.0,0.43243244,0.16666667,9.0,2
72.0,45.0,19.0,136.0,31.0,8.0,0.0,1.0,0.0,0.0,1.0,0.43243244,0.19148937,10.0,2
72.0,50.0,19.0,141.0,31.0,10.0,0.0,1.0,0.0,0.0,1.0,0.43243244,0.21153846,11.0,2
72.0,50.0,19.0,141.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.013513514,0.01923077,12.0,4
11.0,10.0,14.0,35.0,10.0,0.0,1.0,0.0,0.0,1.0,0.0,0.84615386,0.5,0.0,1
13.0,10.0,14.0,37.0,10.0,0.0,1.0,0.0,0.0,1.0,0.0,0.73333335,0.5,1.0,1
18.0,10.0,14.0,42.0,13.0,0.0,1.0,0.0,0.0,1.0,0.0,0.7,0.5,2.0,1
23.0,10.0,14.0,47.0,16.0,0.0,1.0,0.0,0.0,1.0,0.0,0.68,0.5,3.0,1
26.0,10.0,14.0,50.0,17.0,0.0,1.0,0.0,0.0,1.0,0.0,0.64285713,0.5,4.0,1
29.0,10.0,14.0,53.0,18.0,0.0,1.0,0.0,0.0,1.0,0.0,0.61290324,0.5,5.0,1
32.0,10.0,14.0,56.0,20.0,0.0,1.0,0.0,0.0,1.0,0.0,0.61764705,0.5,6.0,1
36.0,10.0,14.0,60.0,23.0,0.0,1.0,0.0,0.0,1.0,0.0,0.6315789,0.5,7.0,1
39.0,10.0,14.0,63.0,25.0,0.0,1.0,0.0,0.0,1.0,0.0,0.63414633,0.5,8.0,1
40.0,10.0,14.0,64.0,26.0,0.0,1.0,0.0,0.0,1.0,0.0,0.64285713,0.5,9.0,1
41.0,10.0,14.0,65.0,26.0,0.0,1.0,0.0,0.0,1.0,0.0,0.627907,0.5,10.0,1
43.0,10.0,14.0,67.0,28.0,0.0,1.0,0.0,0.0,1.0,0.0,0.64444447,0.5,11.0,1
47.0,10.0,14.0,71.0,29.0,0.0,1.0,0.0,0.0,1.0,0.0,0.6122449,0.5,12.0,1
51.0,10.0,14.0,75.0,32.0,0.0,1.0,0.0,0.0,1.0,0.0,0.6226415,0.5,13.0,1
54.0,10.0,14.0,78.0,35.0,0.0,1.0,0.0,0.0,1.0,0.0,0.64285713,0.5,14.0,1
55.0,10.0,14.0,79.0,36.0,0.0,1.0,0.0,0.0,1.0,0.0,0.64912283,0.5,15.0,1
60.0,10.0,14.0,84.0,38.0,0.0,1.0,0.0,0.0,1.0,0.0,0.62903225,0.5,16.0,1
64.0,10.0,14.0,88.0,40.0,0.0,1.0,0.0,0.0,1.0,0.0,0.6212121,0.5,17.0,1
69.0,10.0,14.0,93.0,43.0,0.0,1.0,0.0,0.0,1.0,0.0,0.6197183,0.5,18.0,1
73.0,10.0,14.0,97.0,45.0,0.0,1.0,0.0,0.0,1.0,0.0,0.61333334,0.5,19.0,1
76.0,10.0,14.0,100.0,48.0,0.0,1.0,0.0,0.0,1.0,0.0,0.6282051,0.5,20.0,1
80.0,10.0,14.0,104.0,50.0,0.0,1.0,0.0,0.0,1.0,0.0,0.6219512,0.5,21.0,1
81.0,10.0,14.0,105.0,51.0,0.0,1.0,0.0,0.0,1.0,0.0,0.62650603,0.5,22.0,1
86.0,10.0,14.0,110.0,53.0,0.0,1.0,0.0,0.0,1.0,0.0,0.6136364,0.5,23.0,1
86.0,10.0,14.0,110.0,53.0,5.0,0.0,1.0,0.0,0.0,1.0,0.6136364,0.5,0.0,2
86.0,11.0,14.0,111.0,53.0,5.0,0.0,1.0,0.0,0.0,1.0,0.6136364,0.46153846,1.0,2
86.0,15.0,14.0,115.0,53.0,8.0,0.0,1.0,0.0,0.0,1.0,0.6136364,0.5294118,2.0,2
86.0,16.0,14.0,116.0,53.0,8.0,0.0,1.0,0.0,0.0,1.0,0.6136364,0.5,3.0,2
86.0,17.0,14.0,117.0,53.0,8.0,0.0,1.0,0.0,0.0,1.0,0.6136364,0.47368422,4.0,2
86.0,19.0,14.0,119.0,53.0,10.0,0.0,1.0,0.0,0.0,1.0,0.6136364,0.52380955,5.0,2
86.0,20.0,14.0,120.0,53.0,11.0,0.0,1.0,0.0,0.0,1.0,0.6136364,0.54545456,6.0,2
86.0,23.0,14.0,123.0,53.0,12.0,0.0,1.0,0.0,0.0,1.0,0.6136364,0.52,7.0,2
86.0,25.0,14.0,125.0,53.0,12.0,0.0,1.0,0.0,0.0,1.0,0.6136364,0.4814815,8.0,2
86.0,25.0,14.0,125.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.011363637,0.037037037,9.0,4
6.0,12.0,16.0,34.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.375,0.5,0.0,1
6.0,12.0,16.0,34.0,2.0,9.0,0.0,1.0,0.0,0.0,1.0,0.375,0.71428573,0.0,2
6.0,15.0,16.0,37.0,2.0,10.0,0.0,1.0,0.0,0.0,1.0,0.375,0.64705884,1.0,2
6.0,16.0,16.0,38.0,2.0,11.0,0.0,1.0,0.0,0.0,1.0,0.375,0.6666667,2.0,2
6.0,17.0,16.0,39.0,2.0,12.0,0.0,1.0,0.0,0.0,1.0,0.375,0.68421054,3.0,2
6.0,21.0,16.0,43.0,2.0,15.0,0.0,1.0,0.0,0.0,1.0,0.375,0.6956522,4.0,2
6.0,24.0,16.0,46.0,2.0,17.0,0.0,1.0,0.0,0.0,1.0,0.375,0.6923077,5.0,2
6.0,26.0,16.0,48.0,2.0,18.0,0.0,1.0,0.0,0.0,1.0,0.375,0.6785714,6.0,2
6.0,29.0,16.0,51.0,2.0,21.0,0.0,1.0,0.0,0.0,1.0,0.375,0.7096774,7.0,2
6.0,32.0,16.0,54.0,2.0,23.0,0.0,1.0,0.0,0.0,1.0,0.375,0.7058824,8.0,2
6.0,36.0,16.0,58.0,2.0,25.0,0.0,1.0,0.0,0.0,1.0,0.375,0.68421054,9.0,2
6.0,37.0,16.0,59.0,2.0,25.0,0.0,1.0,0.0,0.0,1.0,0.375,0.6666667,10.0,2
6.0,42.0,16.0,64.0,2.0,30.0,0.0,1.0,0.0,0.0,1.0,0.375,0.70454544,11.0,2
6.0,46.0,16.0,68.0,2.0,34.0,0.0,1.0,0.0,0.0,1.0,0.375,0.7291667,12.0,2
6.0,50.0,16.0,72.0,2.0,36.0,0.0,1.0,0.0,0.0,1.0,0.375,0.71153843,13.0,2
6.0,54.0,16.0,76.0,2.0,40.0,0.0,1.0,0.0,0.0,1.0,0.375,0.73214287,14.0,2
7.0,54.0,16.0,77.0,3.0,40.0,1.0,0.0,0.0,0.0,1.0,0.44444445,0.73214287,0.0,1
11.0,54.0,16.0,81.0,5.0,40.0,1.0,0.0,0.0,0.0,1.0,0.46153846,0.73214287,1.0,1
15.0,54.0,16.0,85.0,7.0,40.0,1.0,0.0,0.0,0.0,1.0,0.47058824,0.73214287,2.0,1
18.0,54.0,16.0,88.0,8.0,40.0,1.0,0.0,0.0,0.0,1.0,0.45,0.73214287,3.0,1
22.0,54.0,16.0,92.0,11.0,40.0,1.0,0.0,0.0,0.0,1.0,0.5,0.73214287,4.0,1
26.0,54.0,16.0,96.0,13.0,40.0,1.0,0.0,0.0,0.0,1.0,0.5,0.73214287,5.0,1
28.0,54.0,16.0,98.0,13.0,40.0,1.0,0.0,0.0,0.0,1.0,0.46666667,0.73214287,6.0,1
33.0,54.0,16.0,103.0,18.0,40.0,1.0,0.0,0.0,0.0,1.0,0.54285717,0.73214287,7.0,1
33.0,54.0,16.0,103.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.028571429,0.017857144,8.0,3
12.0,12.0,15.0,39.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.5,0.2857143,0.0,2
12.0,13.0,15.0,40.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.5,0.26666668,1.0,2
12.0,16.0,15.0,43.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,0.5,0.33333334,2.0,2
12.0,21.0,15.0,48.0,0.0,8.0,0.0,1.0,0.0,1.0,0.0,0.5,0.39130434,3.0,2
12.0,25.0,15.0,52.0,0.0,10.0,0.0,1.0,0.0,1.0,0.0,0.5,0.4074074,4.0,2
12.0,28.0,15.0,55.0,0.0,11.0,0.0,1.0,0.0,1.0,0.0,0.5,0.4,5.0,2
12.0,30.0,15.0,57.0,0.0,12.0,0.0,1.0,0.0,1.0,0.0,0.5,0.40625,6.0,2
12.0,33.0,15.0,60.0,0.0,12.0,0.0,1.0,0.0,1.0,0.0,0.5,0.37142858,7.0,2
12.0,36.0,15.0,63.0,0.0,12.0,0.0,1.0,0.0,1.0,0.0,0.5,0.34210527,8.0,2
12.0,38.0,15.0,65.0,0.0,12.0,0.0,1.0,0.0,1.0,0.0,0.5,0.325,9.0,2
12.0,40.0,15.0,67.0,0.0,13.0,0.0,1.0,0.0,1.0,0.0,0.5,0.33333334,10.0,2
12.0,42.0,15.0,69.0,0.0,13.0,0.0,1.0,0.0,1.0,0.0,0.5,0.3181818,11.0,2
12.0,44.0,15.0,71.0,0.0,13.0,0.0,1.0,0.0,1.0,0.0,0.5,0.3043478,12.0,2
12.0,46.0,15.0,73.0,0.0,13.0,0.0,1.0,0.0,1.0,0.0,0.5,0.29166666,13.0,2
12.0,46.0,15.0,73.0,6.0,13.0,1.0,0.0,0.0,0.0,1.0,0.5,0.29166666,0.0,1
